URL,Family,CurrentIndexability,Clicks,Impressions,Position,ContentWords,UniqueContentAssessment,IntentAssessment,StrategicValue,FinalTier,FinalAction,RedirectDestination,Reason
"https://anotherseoguru.com/en/solutions/travel-agencies/website-redesign","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/en/solutions/travel-agencies","Redesign intent is served by the industry hub plus the redesign service page."
"https://anotherseoguru.com/en/solutions/travel-agencies/seo-web-design","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Package research is content-led and seasonal.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. Package research is content-led and seasonal."
"https://anotherseoguru.com/en/solutions/travel-agencies/speed-optimization","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/en/solutions/travel-agencies","Performance work is technical and industry-agnostic; the service page covers it."
"https://anotherseoguru.com/en/solutions/travel-agencies/ai-visibility","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Package research is content-led and seasonal.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. Package research is content-led and seasonal."
"https://anotherseoguru.com/en/solutions/travel-agencies/logo-design","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/en/solutions/travel-agencies","Branding is a sub-intent of the industry hub, not a separate search need."
"https://anotherseoguru.com/en/solutions/travel-agencies/content-creation","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Package research is content-led and seasonal.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. Package research is content-led and seasonal."
"https://anotherseoguru.com/en/solutions/travel-agencies/local-seo","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Package research is content-led and seasonal.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. Package research is content-led and seasonal."
"https://anotherseoguru.com/en/solutions/travel-agencies/link-building","industry-x-service","index","0","18","49.3","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/en/solutions/travel-agencies","Link building is bought as an SEO service, not as an industry-specific product."
"https://anotherseoguru.com/en/solutions/travel-agencies/seo-audits","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Package research is content-led and seasonal.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. Package research is content-led and seasonal."
"https://anotherseoguru.com/en/solutions/travel-agencies/eshop-woocommerce","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/en/solutions/travel-agencies","E-commerce service against an industry that does not sell products online."
"https://anotherseoguru.com/en/solutions/travel-agencies/eshop-seo","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/en/solutions/travel-agencies","E-commerce service against an industry that does not sell products online."
"https://anotherseoguru.com/en/solutions/travel-ai-chatbots/website-creation","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. The buyer is already an AI-forward tourism operator; GEO/AEO is the point.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. The buyer is already an AI-forward tourism operator; GEO/AEO is the point."
"https://anotherseoguru.com/en/solutions/travel-ai-chatbots/website-redesign","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/en/solutions/travel-ai-chatbots","Redesign intent is served by the industry hub plus the redesign service page."
"https://anotherseoguru.com/en/solutions/travel-ai-chatbots/seo-web-design","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/en/solutions/travel-ai-chatbots","Outside the industry's core service set; the hub already satisfies this intent."
"https://anotherseoguru.com/en/solutions/travel-ai-chatbots/speed-optimization","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/en/solutions/travel-ai-chatbots","Performance work is technical and industry-agnostic; the service page covers it."
"https://anotherseoguru.com/en/solutions/travel-ai-chatbots/ai-visibility","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. The buyer is already an AI-forward tourism operator; GEO/AEO is the point.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. The buyer is already an AI-forward tourism operator; GEO/AEO is the point."
"https://anotherseoguru.com/en/solutions/travel-ai-chatbots/logo-design","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/en/solutions/travel-ai-chatbots","Branding is a sub-intent of the industry hub, not a separate search need."
"https://anotherseoguru.com/en/solutions/travel-ai-chatbots/content-creation","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. The buyer is already an AI-forward tourism operator; GEO/AEO is the point.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. The buyer is already an AI-forward tourism operator; GEO/AEO is the point."
"https://anotherseoguru.com/en/solutions/travel-ai-chatbots/local-seo","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/en/solutions/travel-ai-chatbots","Outside the industry's core service set; the hub already satisfies this intent."
"https://anotherseoguru.com/en/solutions/travel-ai-chatbots/link-building","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/en/solutions/travel-ai-chatbots","Link building is bought as an SEO service, not as an industry-specific product."
"https://anotherseoguru.com/en/solutions/travel-ai-chatbots/seo-audits","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. The buyer is already an AI-forward tourism operator; GEO/AEO is the point.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. The buyer is already an AI-forward tourism operator; GEO/AEO is the point."
"https://anotherseoguru.com/en/solutions/travel-ai-chatbots/eshop-woocommerce","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/en/solutions/travel-ai-chatbots","E-commerce service against an industry that does not sell products online."
"https://anotherseoguru.com/en/solutions/travel-ai-chatbots/eshop-seo","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/en/solutions/travel-ai-chatbots","E-commerce service against an industry that does not sell products online."
"https://anotherseoguru.com/el/solutions/restaurants/website-creation","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Map pack decides footfall; online ordering is a genuine storefront, so its SEO counts too.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. Map pack decides footfall; online ordering is a genuine storefront, so its SEO counts too."
"https://anotherseoguru.com/el/solutions/restaurants/website-redesign","industry-x-service","index","0","2","34.5","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/restaurants","Redesign intent is served by the industry hub plus the redesign service page."
"https://anotherseoguru.com/el/solutions/restaurants/seo-web-design","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/restaurants","Outside the industry's core service set; the hub already satisfies this intent."
"https://anotherseoguru.com/el/solutions/restaurants/speed-optimization","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/restaurants","Performance work is technical and industry-agnostic; the service page covers it."
"https://anotherseoguru.com/el/solutions/restaurants/ai-visibility","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/restaurants","Outside the industry's core service set; the hub already satisfies this intent."
"https://anotherseoguru.com/el/solutions/restaurants/logo-design","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/restaurants","Branding is a sub-intent of the industry hub, not a separate search need."
"https://anotherseoguru.com/el/solutions/restaurants/content-creation","industry-x-service","index","0","8","43","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/restaurants","Outside the industry's core service set; the hub already satisfies this intent."
"https://anotherseoguru.com/el/solutions/restaurants/local-seo","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Map pack decides footfall; online ordering is a genuine storefront, so its SEO counts too.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. Map pack decides footfall; online ordering is a genuine storefront, so its SEO counts too."
"https://anotherseoguru.com/el/solutions/restaurants/link-building","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/restaurants","Link building is bought as an SEO service, not as an industry-specific product."
"https://anotherseoguru.com/el/solutions/restaurants/seo-audits","industry-x-service","index","0","15","68.9","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Map pack decides footfall; online ordering is a genuine storefront, so its SEO counts too.","High (measured demand)","A","KEEP_EXPAND","","Core service with measured demand (15 impressions, avg position 68.9). Map pack decides footfall; online ordering is a genuine storefront, so its SEO counts too."
"https://anotherseoguru.com/el/solutions/restaurants/eshop-woocommerce","industry-x-service","index","0","3","13","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Map pack decides footfall; online ordering is a genuine storefront, so its SEO counts too.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. Map pack decides footfall; online ordering is a genuine storefront, so its SEO counts too."
"https://anotherseoguru.com/el/solutions/restaurants/eshop-seo","industry-x-service","index","0","22","39.3","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Map pack decides footfall; online ordering is a genuine storefront, so its SEO counts too.","High (measured demand)","A","KEEP_EXPAND","","Core service with measured demand (22 impressions, avg position 39.3). Map pack decides footfall; online ordering is a genuine storefront, so its SEO counts too."
"https://anotherseoguru.com/el/solutions/plumbers/website-creation","industry-x-service","index","0","2","16","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Emergency and near-me intent; conversion happens by phone.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. Emergency and near-me intent; conversion happens by phone."
"https://anotherseoguru.com/el/solutions/plumbers/website-redesign","industry-x-service","index","0","2","86.5","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/plumbers","Redesign intent is served by the industry hub plus the redesign service page."
"https://anotherseoguru.com/el/solutions/plumbers/seo-web-design","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/plumbers","Outside the industry's core service set; the hub already satisfies this intent."
"https://anotherseoguru.com/el/solutions/plumbers/speed-optimization","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/plumbers","Performance work is technical and industry-agnostic; the service page covers it."
"https://anotherseoguru.com/el/solutions/plumbers/ai-visibility","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/plumbers","Outside the industry's core service set; the hub already satisfies this intent."
"https://anotherseoguru.com/el/solutions/plumbers/logo-design","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/plumbers","Branding is a sub-intent of the industry hub, not a separate search need."
"https://anotherseoguru.com/el/solutions/plumbers/content-creation","industry-x-service","index","0","2","9.5","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/plumbers","Outside the industry's core service set; the hub already satisfies this intent."
"https://anotherseoguru.com/el/solutions/plumbers/local-seo","industry-x-service","index","0","1","4","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Emergency and near-me intent; conversion happens by phone.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. Emergency and near-me intent; conversion happens by phone."
"https://anotherseoguru.com/el/solutions/plumbers/link-building","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/plumbers","Link building is bought as an SEO service, not as an industry-specific product."
"https://anotherseoguru.com/el/solutions/plumbers/seo-audits","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Emergency and near-me intent; conversion happens by phone.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. Emergency and near-me intent; conversion happens by phone."
"https://anotherseoguru.com/el/solutions/plumbers/eshop-woocommerce","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/plumbers","E-commerce service against an industry that does not sell products online."
"https://anotherseoguru.com/el/solutions/plumbers/eshop-seo","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/plumbers","E-commerce service against an industry that does not sell products online."
"https://anotherseoguru.com/el/solutions/hvac/website-creation","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Seasonal demand peaks; service contracts reward content.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. Seasonal demand peaks; service contracts reward content."
"https://anotherseoguru.com/el/solutions/hvac/website-redesign","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/hvac","Redesign intent is served by the industry hub plus the redesign service page."
"https://anotherseoguru.com/el/solutions/hvac/seo-web-design","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/hvac","Outside the industry's core service set; the hub already satisfies this intent."
"https://anotherseoguru.com/el/solutions/hvac/speed-optimization","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/hvac","Performance work is technical and industry-agnostic; the service page covers it."
"https://anotherseoguru.com/el/solutions/hvac/ai-visibility","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/hvac","Outside the industry's core service set; the hub already satisfies this intent."
"https://anotherseoguru.com/el/solutions/hvac/logo-design","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/hvac","Branding is a sub-intent of the industry hub, not a separate search need."
"https://anotherseoguru.com/el/solutions/hvac/content-creation","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Seasonal demand peaks; service contracts reward content.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. Seasonal demand peaks; service contracts reward content."
"https://anotherseoguru.com/el/solutions/hvac/local-seo","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Seasonal demand peaks; service contracts reward content.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. Seasonal demand peaks; service contracts reward content."
"https://anotherseoguru.com/el/solutions/hvac/link-building","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/hvac","Link building is bought as an SEO service, not as an industry-specific product."
"https://anotherseoguru.com/el/solutions/hvac/seo-audits","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Seasonal demand peaks; service contracts reward content.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. Seasonal demand peaks; service contracts reward content."
"https://anotherseoguru.com/el/solutions/hvac/eshop-woocommerce","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/hvac","E-commerce service against an industry that does not sell products online."
"https://anotherseoguru.com/el/solutions/hvac/eshop-seo","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/hvac","E-commerce service against an industry that does not sell products online."
"https://anotherseoguru.com/el/solutions/electricians/website-creation","industry-x-service","index","0","27","5.9","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Licence and safety proof drive selection; local intent.","High (measured demand)","A","KEEP_EXPAND","","Core service with measured demand (27 impressions, avg position 5.9). Licence and safety proof drive selection; local intent."
"https://anotherseoguru.com/el/solutions/electricians/website-redesign","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/electricians","Redesign intent is served by the industry hub plus the redesign service page."
"https://anotherseoguru.com/el/solutions/electricians/seo-web-design","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/electricians","Outside the industry's core service set; the hub already satisfies this intent."
"https://anotherseoguru.com/el/solutions/electricians/speed-optimization","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/electricians","Performance work is technical and industry-agnostic; the service page covers it."
"https://anotherseoguru.com/el/solutions/electricians/ai-visibility","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/electricians","Outside the industry's core service set; the hub already satisfies this intent."
"https://anotherseoguru.com/el/solutions/electricians/logo-design","industry-x-service","index","0","6","7.2","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/electricians","Branding is a sub-intent of the industry hub, not a separate search need."
"https://anotherseoguru.com/el/solutions/electricians/content-creation","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/electricians","Outside the industry's core service set; the hub already satisfies this intent."
"https://anotherseoguru.com/el/solutions/electricians/local-seo","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Licence and safety proof drive selection; local intent.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. Licence and safety proof drive selection; local intent."
"https://anotherseoguru.com/el/solutions/electricians/link-building","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/electricians","Link building is bought as an SEO service, not as an industry-specific product."
"https://anotherseoguru.com/el/solutions/electricians/seo-audits","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Licence and safety proof drive selection; local intent.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. Licence and safety proof drive selection; local intent."
"https://anotherseoguru.com/el/solutions/electricians/eshop-woocommerce","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/electricians","E-commerce service against an industry that does not sell products online."
"https://anotherseoguru.com/el/solutions/electricians/eshop-seo","industry-x-service","index","0","2","4.5","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/electricians","E-commerce service against an industry that does not sell products online."
"https://anotherseoguru.com/el/solutions/roofers/website-creation","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. High-value jobs with a long research phase before contact.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. High-value jobs with a long research phase before contact."
"https://anotherseoguru.com/el/solutions/roofers/website-redesign","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/roofers","Redesign intent is served by the industry hub plus the redesign service page."
"https://anotherseoguru.com/el/solutions/roofers/seo-web-design","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/roofers","Outside the industry's core service set; the hub already satisfies this intent."
"https://anotherseoguru.com/el/solutions/roofers/speed-optimization","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/roofers","Performance work is technical and industry-agnostic; the service page covers it."
"https://anotherseoguru.com/el/solutions/roofers/ai-visibility","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/roofers","Outside the industry's core service set; the hub already satisfies this intent."
"https://anotherseoguru.com/el/solutions/roofers/logo-design","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/roofers","Branding is a sub-intent of the industry hub, not a separate search need."
"https://anotherseoguru.com/el/solutions/roofers/content-creation","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. High-value jobs with a long research phase before contact.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. High-value jobs with a long research phase before contact."
"https://anotherseoguru.com/el/solutions/roofers/local-seo","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. High-value jobs with a long research phase before contact.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. High-value jobs with a long research phase before contact."
"https://anotherseoguru.com/el/solutions/roofers/link-building","industry-x-service","index","0","45","70.6","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/roofers","Link building is bought as an SEO service, not as an industry-specific product."
"https://anotherseoguru.com/el/solutions/roofers/seo-audits","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. High-value jobs with a long research phase before contact.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. High-value jobs with a long research phase before contact."
"https://anotherseoguru.com/el/solutions/roofers/eshop-woocommerce","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/roofers","E-commerce service against an industry that does not sell products online."
"https://anotherseoguru.com/el/solutions/roofers/eshop-seo","industry-x-service","index","0","5","93.2","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/roofers","E-commerce service against an industry that does not sell products online."
"https://anotherseoguru.com/el/solutions/landscapers/website-creation","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Local, visual, repeat-service intent.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. Local, visual, repeat-service intent."
"https://anotherseoguru.com/el/solutions/landscapers/website-redesign","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/landscapers","Redesign intent is served by the industry hub plus the redesign service page."
"https://anotherseoguru.com/el/solutions/landscapers/seo-web-design","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/landscapers","Outside the industry's core service set; the hub already satisfies this intent."
"https://anotherseoguru.com/el/solutions/landscapers/speed-optimization","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/landscapers","Performance work is technical and industry-agnostic; the service page covers it."
"https://anotherseoguru.com/el/solutions/landscapers/ai-visibility","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/landscapers","Outside the industry's core service set; the hub already satisfies this intent."
"https://anotherseoguru.com/el/solutions/landscapers/logo-design","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/landscapers","Branding is a sub-intent of the industry hub, not a separate search need."
"https://anotherseoguru.com/el/solutions/landscapers/content-creation","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/landscapers","Outside the industry's core service set; the hub already satisfies this intent."
"https://anotherseoguru.com/el/solutions/landscapers/local-seo","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Local, visual, repeat-service intent.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. Local, visual, repeat-service intent."
"https://anotherseoguru.com/el/solutions/landscapers/link-building","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/landscapers","Link building is bought as an SEO service, not as an industry-specific product."
"https://anotherseoguru.com/el/solutions/landscapers/seo-audits","industry-x-service","index","0","0","","227","Service angle + industry pain points now differentiate on both axes","Core service for this industry. Local, visual, repeat-service intent.","Medium (core service)","B","KEEP","","Core service for this industry with a distinct commercial intent. Local, visual, repeat-service intent."
"https://anotherseoguru.com/el/solutions/landscapers/eshop-woocommerce","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/landscapers","E-commerce service against an industry that does not sell products online."
"https://anotherseoguru.com/el/solutions/landscapers/eshop-seo","industry-x-service","index","0","0","","227","Template body with the industry noun substituted; no independent substance","Not a distinct buying intent for this industry","Low","D","CONSOLIDATE","https://anotherseoguru.com/el/solutions/landscapers","E-commerce service against an industry that does not sell products online."
